,loss,accuracy,val_loss,val_accuracy,time_history
0,2.7848305702209473,0.28521454334259033,1.8207769393920898,0.4968487322330475,298.2911820411682
1,1.5410091876983643,0.5585354566574097,1.2148653268814087,0.6491596698760986,290.2801892757416
2,1.090885877609253,0.6731576323509216,1.1375281810760498,0.6817227005958557,290.35564708709717
3,0.7604113221168518,0.7660914063453674,0.8012945055961609,0.7615545988082886,290.34810304641724
4,0.5774520039558411,0.8187966346740723,0.7945783138275146,0.756302535533905,290.4795207977295
5,0.4705311059951782,0.8530783653259277,0.7634088397026062,0.7710084319114685,290.53589844703674
6,0.3821500539779663,0.8789645433425903,0.6110658645629883,0.8235294222831726,290.41971015930176
7,0.3266129195690155,0.8979710936546326,0.5837863683700562,0.8350840210914612,290.7247157096863
8,0.25117143988609314,0.9219915866851807,0.5906597971916199,0.8371848464012146,290.38443875312805
9,0.21177123486995697,0.9354011416435242,0.6817695498466492,0.825630247592926,290.37351179122925
