,loss,accuracy,val_loss,val_accuracy,time_history
0,2.868868589401245,0.26515859365463257,1.9881253242492676,0.43487393856048584,299.8608338832855
1,1.5745089054107666,0.545708954334259,1.3225443363189697,0.6113445162773132,291.1053147315979
2,1.0802868604660034,0.6742070913314819,1.0354572534561157,0.6827731132507324,290.4902720451355
3,0.7544448971748352,0.7713386416435242,0.8031180500984192,0.7615545988082886,290.83199191093445
4,0.5593141913414001,0.826958954334259,0.7727493047714233,0.7678571343421936,290.70698046684265
5,0.42538267374038696,0.8684701323509216,0.5640605092048645,0.8392857313156128,290.6411714553833
6,0.33259978890419006,0.8966884613037109,0.5150756239891052,0.8518907427787781,290.43906474113464
7,0.3023953139781952,0.9056670069694519,0.5706527233123779,0.8340336084365845,290.82926297187805
8,0.2718248963356018,0.9142957329750061,0.5169323086738586,0.8602941036224365,290.36048579216003
9,0.22158488631248474,0.9316697716712952,0.4356425106525421,0.8834033608436584,290.72644662857056
