,loss,accuracy,val_loss,val_accuracy,time_history
0,2.920457601547241,0.27821826934814453,2.011309862136841,0.4443277418613434,297.3689880371094
1,1.5923036336898804,0.5524719953536987,1.3453145027160645,0.6239495873451233,289.96152901649475
2,1.0781406164169312,0.6897155046463013,1.0084006786346436,0.7153361439704895,290.06379437446594
3,0.7766543626785278,0.7698227763175964,0.8667033910751343,0.7510504126548767,289.949743270874
4,0.6057019829750061,0.8219449520111084,0.74921053647995,0.7752100825309753,290.029269695282
5,0.45330461859703064,0.8628731369972229,0.6037728190422058,0.8109243512153625,290.03381419181824
6,0.3855394423007965,0.8808302283287048,0.5840312838554382,0.831932783126831,290.0900526046753
7,0.29614493250846863,0.9113805890083313,0.5729368329048157,0.8224790096282959,289.8477990627289
8,0.2500324249267578,0.9245569109916687,0.5358957052230835,0.8529411554336548,289.945237159729
9,0.2144063413143158,0.9370335936546326,0.5926627516746521,0.8529411554336548,290.06987476348877
