,loss,accuracy,val_loss,val_accuracy,time_history
0,3.147291421890259,0.3636893630027771,2.066547155380249,0.6027542352676392,297.3975794315338
1,1.4992872476577759,0.7109375,1.27802574634552,0.7404661178588867,290.5561797618866
2,0.9057430624961853,0.8382695913314819,0.8921521306037903,0.8220338821411133,290.619423866272
3,0.5844498872756958,0.9020522236824036,0.6440920233726501,0.875,290.7560501098633
4,0.3967769742012024,0.9435634613037109,0.5383265018463135,0.8908898234367371,290.81266498565674
5,0.2641353905200958,0.96875,0.42158982157707214,0.9163135886192322,290.6802701950073
6,0.17601335048675537,0.9853078126907349,0.3388999104499817,0.9353813529014587,290.524742603302
7,0.12895235419273376,0.9914878606796265,0.3226386308670044,0.9322034120559692,290.6617097854614
8,0.09020446240901947,0.99510258436203,0.3152720630168915,0.9237288236618042,290.528715133667
9,0.056231141090393066,0.9990671873092651,0.27515265345573425,0.9438559412956238,291.0248279571533
