,loss,accuracy,val_loss,val_accuracy,time_history
0,1.987942099571228,0.5862873196601868,0.9346003532409668,0.7605932354927063,340.28162145614624
1,0.5968418121337891,0.8374533653259277,0.7822586894035339,0.8008474707603455,303.401593208313
2,0.3893976807594299,0.8858442306518555,0.5422430634498596,0.8781779408454895,297.82406401634216
3,0.3117050528526306,0.9092817306518556,0.7602561712265015,0.8538135886192322,297.82398676872253
4,0.3015049993991852,0.922108232975006,0.6375821232795715,0.8644067645072937,298.4408712387085
5,0.3092603981494903,0.918726682662964,0.6966263055801392,0.8686440587043762,298.7321226596832
6,0.2880070209503174,0.9296875,0.5830853581428528,0.8877118825912476,298.4426782131195
7,0.2968456447124481,0.9327192306518556,0.6707205772399902,0.8802965879440308,298.45790219306946
8,0.2573446333408355,0.9435634613037108,0.8028733134269714,0.8686440587043762,298.1761944293976
9,0.2209641337394714,0.9510261416435242,0.708698570728302,0.9110169410705566,298.0125069618225
