,loss,accuracy,val_loss,val_accuracy,time_history
0,2.2805981636047363,0.5719449520111084,1.3013492822647097,0.7121848464012146,305.6953549385071
1,0.8053919672966003,0.8077192306518555,0.9015542268753052,0.7941176295280457,296.973797082901
2,0.7075640559196472,0.8456156849861145,1.0134104490280151,0.805672287940979,297.0297222137451
3,0.6136837005615234,0.8711520433425903,1.1504499912261963,0.819327712059021,296.4448199272156
4,0.6014893651008606,0.8874766826629639,1.0430479049682615,0.8466386795043945,296.7162437438965
5,0.5215160250663757,0.9077658653259276,1.0919969081878662,0.8602941036224365,296.5550527572632
6,0.4670988023281097,0.9191930890083312,1.1322243213653564,0.855042040348053,296.6891431808472
7,0.4375717937946319,0.9284048676490784,1.354438066482544,0.855042040348053,296.825847864151
8,0.4493365585803985,0.927122175693512,1.1217429637908936,0.8855041861534119,296.57135701179504
9,0.3449549973011017,0.9474113583564758,1.2622092962265017,0.8644958138465881,296.2784559726715
