,loss,accuracy,val_loss,val_accuracy,time_history
0,1.805837631225586,0.6020289063453674,0.8520623445510864,0.7754237055778503,301.66997957229614
1,0.5629521012306213,0.8494636416435242,0.561647891998291,0.8442796468734741,296.10024070739746
2,0.3516041338443756,0.894706130027771,0.5793049335479736,0.8697034120559692,295.8214020729065
3,0.3209349811077118,0.9059001803398132,0.5096039175987244,0.8802965879440308,296.0678913593292
4,0.2165623605251312,0.9405317306518556,0.5272819995880127,0.8781779408454895,296.1301004886627
5,0.3215400874614715,0.9131296873092652,0.6443358063697815,0.8760592937469482,296.1031048297882
6,0.2483250051736831,0.9379664063453674,0.6711610555648804,0.8919491767883301,295.9696333408356
7,0.1991221010684967,0.9510261416435242,0.7637971043586731,0.8771186470985413,295.88078784942627
8,0.2231988310813903,0.947644591331482,0.615570604801178,0.8919491767883301,296.23615407943726
9,0.1975934356451034,0.9559234976768494,0.7698372006416321,0.8940678238868713,295.81978058815
