,loss,accuracy,val_loss,val_accuracy,time_history
0,1.974867582321167,0.5823227763175964,0.994581937789917,0.7351694703102112,306.0035734176636
1,0.5887648463249207,0.8368703126907349,0.6723642945289612,0.8273305296897888,298.3933889865875
2,0.3323804140090942,0.9019356369972228,0.5577092170715332,0.8644067645072937,298.5706832408905
3,0.3135990500450134,0.910331130027771,0.7010789513587952,0.8379237055778503,298.2570707798004
4,0.32156902551651,0.9106809496879578,0.7849276065826416,0.8463982939720154,298.8330578804016
5,0.2661095261573791,0.9329524040222168,0.7374428510665894,0.8718220591545105,298.0897901058197
6,0.3360446095466614,0.9209421873092652,0.620861828327179,0.883474588394165,298.5737795829773
7,0.2314940094947815,0.944146454334259,0.7045629024505615,0.8930084705352783,298.74014234542847
8,0.2954837083816528,0.9370335936546326,0.8001061081886292,0.8654661178588867,298.36341738700867
9,0.2392631620168686,0.9486940503120422,0.5859911441802979,0.906779646873474,298.5943109989166
