,loss,accuracy,val_loss,val_accuracy,time_history
0,1.8412023782730105,0.5776585936546326,0.8984280824661255,0.7457982897758484,302.3384132385254
1,0.5876807570457458,0.8334888219833374,0.5834122896194458,0.8529411554336548,295.5210690498352
2,0.4163790643215179,0.8794309496879578,0.7681781053543091,0.8298319578170776,295.85497641563416
3,0.3594990670681,0.8993703126907349,0.5678340792655945,0.8665966391563416,295.18527364730835
4,0.2864685952663421,0.9204757213592528,0.6527876853942871,0.8728991746902466,295.5381073951721
5,0.2999481558799743,0.921875,0.5887062549591064,0.8865545988082886,295.23121881484985
6,0.2417371124029159,0.9373834133148192,0.4970112442970276,0.9023109078407288,295.5712115764618
7,0.2068299502134323,0.950792908668518,0.451943039894104,0.9222689270973206,295.62105917930603
8,0.137224942445755,0.9639692306518556,0.715451180934906,0.8728991746902466,295.45926690101624
9,0.2455364614725113,0.9448460936546326,0.6702439188957214,0.8939075469970703,295.3492877483368
